,parallax,parallax_error,pf,pf_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,absMag,type_best_classification
6490,-0.0524710806224064,0.03447534,,,15.854996,0.0025742836,16.165997,0.0032118792,15.379984,0.0062404103,,DCEP
6491,-0.0384786190797042,0.06408434,,,17.30206,0.017508736,17.4605,0.02234259,16.843851,0.009756993,,DCEP
6492,0.0109152227584237,0.12331763,1.734837621733783,4.30014e-05,18.450262,0.005658886,18.696108,0.07286717,17.930079,0.060684856,-1.8797579838021363,T2CEP
6493,0.0366354983630775,0.03224662,,,16.15659,0.003244461,16.423145,0.0074355425,15.716787,0.0021267657,-1.4637024812687418,DCEP
6494,-0.0899466273650635,0.06535309,,,17.343302,0.0015123318,17.677526,0.0075062425,16.93752,0.006425005,,DCEP
6495,0.0296245735000651,0.065593086,,,17.396431,0.00319526,17.62529,0.009424951,17.036938,0.008637056,-0.6048014670022948,DCEP
6496,-0.0052325560383706,0.072426856,3.425258809574353,8.345114e-05,15.921433,0.0055756443,16.159,0.011798445,15.265784,0.031670712,,DCEP
6497,-0.0139547481427825,0.05685297,,,16.379885,0.003485298,16.424448,0.0070924405,15.745695,0.005414543,,DCEP
6498,-0.0008769708646434,0.024650384,6.603476740445934,0.0002380229,15.511386,0.0010199321,15.955964,0.0037022773,14.873495,0.0033735414,,DCEP
6499,-0.0056374267794435,0.075476386,4.557582013447041,0.00017510133,17.657639,0.002307728,17.982523,0.03252335,17.042856,0.016273215,,T2CEP
6500,-0.0361420464898385,0.02797878,3.4747436474511506,4.7242942e-05,15.776164,0.0050463406,16.129725,0.0071004857,15.23605,0.0637877,,DCEP
6501,0.0736666475596204,0.04975492,,,16.861742,0.0016488133,17.059935,0.028185435,16.393337,0.005742357,0.7296915316087453,DCEP
6502,-0.0074839384530373,0.031339422,,,16.024044,0.000974892,16.281504,0.023895148,15.465274,0.016374802,,DCEP
6503,0.0095734641218369,0.0254047,4.020710646738095,6.1863706e-05,15.665508,0.0013530902,16.035908,0.0075278715,15.122507,0.0072276853,-4.972147429832619,DCEP
6504,-0.0209456952407292,0.033142656,3.416927927870386,8.409911e-05,15.993345,0.0066532446,16.373861,0.011717264,15.443505,0.01170704,,DCEP
6505,-0.2002033035068334,0.05618886,,,17.06463,0.011976381,17.25388,0.021558188,16.483711,0.015134795,,DCEP
6506,-0.0280408634814155,0.03156152,3.69244005708525,6.7818015e-05,15.799516,0.0021772755,16.16588,0.002784995,15.278272,0.0035676244,,DCEP
6507,-0.0262763591165119,0.016575845,13.86982747698245,0.00058447744,14.230436,0.002752761,14.7082405,0.006257529,13.594136,0.002430875,,DCEP
6508,0.0134030477740739,0.019755572,6.370068657949748,0.00038211388,14.723574,0.006170603,15.026283,0.0072136084,14.234234,0.005240951,-5.129748171997612,DCEP
6509,-0.0521481155050114,0.017418588,9.741515146868862,0.0008939551,14.420462,0.0024168757,14.816199,0.0071127447,13.866335,0.0023737126,,DCEP
6510,-0.0042576251922423,0.017134774,9.389465217084922,0.0003863905,14.702762,0.005834854,15.073943,0.0054455083,14.146542,0.0050309263,,DCEP
6511,-0.0334542873751754,0.042393815,12.694428617651283,0.0018349516,16.786837,0.007462312,17.212698,0.020136392,16.18494,0.0085311765,,T2CEP
6512,-0.0433090072275918,0.018808143,7.133070827385867,0.0004641144,14.857618,0.0058813873,15.220798,0.0079292385,14.315103,0.014647971,,DCEP
6513,0.0125180717406655,0.028139979,3.1235799374079503,3.597681e-05,15.93938,0.0023227115,16.26498,0.015118902,15.426856,0.016906347,-4.085456819239592,DCEP
6514,-0.0754368259301684,0.04637651,,,16.76396,0.0017018078,17.091152,0.01878731,16.197449,0.030070188,,DCEP
6515,-0.0181557917167129,0.015775595,13.15723389573028,0.007890578,14.352709,0.015869705,14.789115,0.014297645,13.717418,0.00647865,,DCEP
6516,-0.0361577608799704,0.050862398,1.746078719906652,2.0667354e-05,16.912477,0.0018139126,17.255007,0.0077519547,16.407833,0.00745525,,DCEP
6517,-0.030640646379654,0.03895526,,,16.307749,0.0016694869,16.646557,0.0036957106,15.796412,0.0024533523,,DCEP
6518,-0.0195449194938593,0.02325807,6.563857722061364,0.00044372914,15.262179,0.010591467,15.706586,0.005789777,14.638244,0.0115426965,,DCEP
6519,-0.0292051266930118,0.019032197,7.225358612560593,0.00042677674,14.870415,0.0064557916,15.268357,0.0055753933,14.316101,0.0038387282,,DCEP
6520,0.0162310491361357,0.019962298,9.526466075752,0.00055248424,14.807701,0.00081343245,15.282405,0.0014090993,14.17127,0.005913505,-4.776997037557493,DCEP
6521,-0.0359627378967532,0.02729688,3.451351303626837,0.0001422521,15.6118765,0.016265607,15.809409,0.028234499,15.077716,0.028535107,,DCEP
6522,0.1438617344652745,0.06468658,,,17.315125,0.0106206555,17.75638,0.01257915,16.73137,0.026655013,2.5210964602825072,ACEP
6523,-0.0457178808841402,0.04946524,,,16.916412,0.0014969795,17.319178,0.0057823714,16.318802,0.0062770364,,DCEP
6524,0.2064300649774226,0.106789105,,,18.01154,0.013621798,18.208012,0.026713703,17.358053,0.017603472,3.931917746338769,DCEP
6525,-0.1213229250476583,0.08779271,,,17.8104,0.015977135,18.221941,0.021211568,17.238783,0.014372424,,DCEP
6526,0.0007163886602116,0.039117776,,,16.145166,0.0015992195,16.438055,0.0034963577,15.697134,0.0031790677,-10.027122486298904,DCEP
6527,-0.0276249304247942,0.021406878,,,15.083237,0.0015480814,15.46884,0.0041409265,14.517277,0.0017607794,,DCEP
6528,0.0072881978591208,0.044955436,,,16.741192,0.008987518,16.975864,0.0110223545,16.361801,0.005410327,-4.325098228502714,DCEP
6529,0.0796821636848186,0.07390929,,,17.526356,0.0019332946,17.888773,0.014304775,17.027159,0.007104573,1.5339645919137563,DCEP
6530,0.0405682231358546,0.0151254805,47.99570744941565,0.02132748,12.055732,0.0074852495,12.452885,0.014212121,11.450484,0.011704768,-5.508586068600974,DCEP
6531,0.0639887518509251,0.027488379,4.078320386247095,0.00017994229,15.418237,0.018648397,15.717727,0.014720714,14.944295,0.019537475,-1.025186804955645,DCEP
6532,0.0026957607422267,0.026819566,3.582008849115349,0.00011117244,15.417439,0.016171189,15.668028,0.013425958,14.971983,0.011842518,-7.874610277563534,DCEP
6533,-0.0332728423744551,0.045630276,,,16.82259,0.0012830322,17.082293,0.007194086,16.37745,0.0041317916,,DCEP
6534,0.0074872041216484,0.034931302,,,15.898237,0.0014595204,16.116238,0.0081090145,15.431165,0.011647808,-5.197236633279854,DCEP
6535,0.0076144956198079,0.03780941,,,16.495686,0.0007747968,16.787914,0.005829619,16.019516,0.002764317,-4.572278294068395,DCEP
6536,0.0028833375478464,0.019829394,,,15.126337,0.0010901806,15.387007,0.005394649,14.696897,0.0032668798,-8.003625562276962,DCEP
6537,0.0082799599907561,0.015549384,13.740041235497973,0.0005551067,13.8161,0.05095256,14.162617,0.05012883,13.276008,0.027517885,-7.133850808730086,DCEP
6538,0.0226320435581049,0.028847508,3.1067168005051107,1.1274897e-05,15.947507,0.0011759946,16.27209,0.004102674,15.443884,0.0021578327,-2.782497148490041,DCEP
6539,0.0010120047082028,0.02805551,3.6067297355793215,6.01547e-05,15.857917,0.003921049,16.19507,0.021794992,15.299242,0.012511166,-9.67484533500215,DCEP
6540,0.0236811116097655,0.053457323,,,16.665705,0.012075348,16.706446,0.013977722,16.16404,0.0065763993,-1.963949576752281,DCEP
6541,-0.0944990471972058,0.056446657,2.3736714538038792,4.4117645e-05,16.671257,0.006471758,16.93687,0.012491926,15.951133,0.056164734,,DCEP
6542,0.0344467857778708,0.09140744,5.002640876420378,0.00082538754,17.720453,0.0027157583,18.134335,0.010822779,17.068539,0.009105423,-0.24571747894995255,T2CEP
6543,-0.0172790218098572,0.015144342,10.9171231489861,0.0010404232,14.081633,0.0053317654,14.407326,0.0092504425,13.586101,0.0056807334,,DCEP
6544,0.0037434551016339,0.026375124,4.608581478798337,0.000101403115,15.557278,0.0009573003,15.888811,0.024724793,15.003641,0.006599399,-7.129995856795615,DCEP
6545,0.0036562431348942,0.05207045,,,17.031214,0.0012975289,17.308071,0.010188399,16.607569,0.005472498,-5.577255660106825,DCEP
6546,0.0208839468382657,0.044377442,1.7524579814555084,1.8998302e-05,16.733248,0.0033937483,16.996475,0.036466546,16.220583,0.00939414,-2.180354104953908,DCEP
6547,0.0240599894437252,0.057680145,,,17.14818,0.006551544,17.399027,0.016566675,16.72386,0.007633995,-1.3696628377100701,DCEP
6548,0.0624573530606505,0.04613227,7.066237149477753,0.00018530595,14.819919,0.0041385824,15.162424,0.0028576236,14.283226,0.004507604,-1.7388561254660235,DCEP
6549,0.0314366588437467,0.015952406,28.223662260738323,0.016070317,13.696775,0.012969023,14.293566,0.024529101,12.969445,0.011324937,-4.5433730896948585,DCEP
6550,-0.2153206575214702,0.16955076,1.4789157988024004,3.2333606e-05,18.37911,0.006710742,18.597242,0.019668678,17.912714,0.017241037,,T2CEP
6551,0.0023043162630036,0.037754297,3.947558805838481,0.00011184002,16.20663,0.0018461983,16.639803,0.020032601,15.583403,0.004022549,-7.6038865753516305,DCEP
6552,0.1489516386921376,0.13042015,2.104556946418654,9.365469e-05,18.389658,0.013720693,18.741554,0.032236204,17.865751,0.02576146,3.730977427350414,T2CEP
6553,0.0277865645712711,0.082671136,,,17.64452,0.012825032,17.866085,0.008685581,17.292908,0.016961696,-0.4879177223866318,ACEP
6554,0.0231669593108964,0.040029828,,,16.432486,0.0093602175,16.629015,0.007832852,16.054644,0.009522547,-2.1210108205100298,DCEP
6555,-0.0654389280930771,0.073585905,,,17.613668,0.0025194937,17.719433,0.013433143,17.285103,0.017590648,,ACEP
6556,0.0082397281724839,0.03394618,2.3330096788629398,2.1090505e-05,16.129631,0.0063159647,16.43041,0.018275706,15.634431,0.03284532,-4.786004576913408,DCEP
6557,0.3183807174469526,0.1667921,,,17.19331,0.014676199,17.414373,0.004636594,16.59647,0.0040136827,4.111203785278331,DCEP
6558,-0.0605226260929822,0.070425995,,,17.575483,0.0077279466,17.812637,0.011585795,17.125221,0.010232612,,DCEP
6559,0.0109739780639131,0.03997347,1.7491194451492666,7.910093e-05,16.600609,0.008407848,16.75119,0.11743446,16.122349,0.018314788,-3.6758305612915585,DCEP
6560,0.0622243162781141,0.02244485,6.324514966785308,8.282205e-05,15.400426,0.0007160083,15.800671,0.016882448,14.808444,0.0021239917,-1.2217553336429336,DCEP
6561,-0.0186725423552857,0.07030704,3.0879295997900678,4.828964e-05,17.761976,0.0044791503,18.072184,0.027692797,17.26572,0.012547712,,T2CEP
6562,0.0035297216776452,0.028339809,3.5450973702518738,5.574812e-05,15.893187,0.0012530519,16.24951,0.0026776586,15.357483,0.005708358,-6.903814689248241,DCEP
6563,-0.047368542613964,0.049531307,,,17.085531,0.001887507,17.32578,0.0032613978,16.722147,0.0042305645,,DCEP
6564,0.0436778908868858,0.037030764,4.971030754469626,0.00025941606,16.227821,0.013995464,16.774467,0.04806038,15.514732,0.009992936,-1.2839597048020952,DCEP
6565,-0.0040685383244335,0.020042585,7.895137582567617,0.0004636292,14.880911,0.0022679754,15.283603,0.0034575223,14.311288,0.001802726,,DCEP
